# y+ ()       
# Time        	patch         	min           	max           	average       
0.108         	walls	6.066579e+00	5.343821e+01	2.004179e+01
0.108         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.11          	walls	6.064424e+00	5.343821e+01	2.004180e+01
0.11          	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.112         	walls	6.060414e+00	5.343821e+01	2.004182e+01
0.112         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.114         	walls	6.053691e+00	5.343821e+01	2.004184e+01
0.114         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.116         	walls	6.053883e+00	5.343821e+01	2.004184e+01
0.116         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.118         	walls	6.055518e+00	5.343821e+01	2.004182e+01
0.118         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.12          	walls	6.060060e+00	5.343821e+01	2.004180e+01
0.12          	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.122         	walls	6.066579e+00	5.343821e+01	2.004180e+01
0.122         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.124         	walls	6.064424e+00	5.343821e+01	2.004180e+01
0.124         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.126         	walls	6.060414e+00	5.343821e+01	2.004182e+01
0.126         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.128         	walls	6.053691e+00	5.343821e+01	2.004184e+01
0.128         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.13          	walls	6.053883e+00	5.343821e+01	2.004184e+01
0.13          	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.132         	walls	6.055518e+00	5.343821e+01	2.004182e+01
0.132         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.134         	walls	6.060060e+00	5.343821e+01	2.004180e+01
0.134         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.136         	walls	6.066579e+00	5.343821e+01	2.004180e+01
0.136         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.138         	walls	6.064424e+00	5.343821e+01	2.004180e+01
0.138         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.14          	walls	6.060414e+00	5.343821e+01	2.004182e+01
0.14          	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.142         	walls	6.053691e+00	5.343821e+01	2.004184e+01
0.142         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.144         	walls	6.053883e+00	5.343821e+01	2.004184e+01
0.144         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.146         	walls	6.055518e+00	5.343821e+01	2.004182e+01
0.146         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.148         	walls	6.060060e+00	5.343821e+01	2.004180e+01
0.148         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.15          	walls	6.066579e+00	5.343821e+01	2.004180e+01
0.15          	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.152         	walls	6.064424e+00	5.343821e+01	2.004181e+01
0.152         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.154         	walls	6.060414e+00	5.343821e+01	2.004182e+01
0.154         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.156         	walls	6.053691e+00	5.343821e+01	2.004184e+01
0.156         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.158         	walls	6.053883e+00	5.343821e+01	2.004183e+01
0.158         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.16          	walls	6.055518e+00	5.343821e+01	2.004182e+01
0.16          	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.162         	walls	6.060060e+00	5.343821e+01	2.004180e+01
0.162         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.164         	walls	6.066579e+00	5.343821e+01	2.004180e+01
0.164         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.166         	walls	6.064424e+00	5.343821e+01	2.004180e+01
0.166         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.168         	walls	6.060414e+00	5.343821e+01	2.004182e+01
0.168         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.17          	walls	6.053691e+00	5.343821e+01	2.004184e+01
0.17          	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.172         	walls	6.053883e+00	5.343821e+01	2.004184e+01
0.172         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.174         	walls	6.055518e+00	5.343821e+01	2.004182e+01
0.174         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.176         	walls	6.060060e+00	5.343821e+01	2.004180e+01
0.176         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.178         	walls	6.066579e+00	5.343821e+01	2.004180e+01
0.178         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.18          	walls	6.064424e+00	5.343821e+01	2.004180e+01
0.18          	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.182         	walls	6.060414e+00	5.343821e+01	2.004182e+01
0.182         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.184         	walls	6.053691e+00	5.343821e+01	2.004184e+01
0.184         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.186         	walls	6.053883e+00	5.343821e+01	2.004184e+01
0.186         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.188         	walls	6.055518e+00	5.343821e+01	2.004183e+01
0.188         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.19          	walls	6.060060e+00	5.343821e+01	2.004180e+01
0.19          	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.192         	walls	6.066579e+00	5.343821e+01	2.004180e+01
0.192         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.194         	walls	6.064424e+00	5.343821e+01	2.004180e+01
0.194         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.196         	walls	6.060414e+00	5.343821e+01	2.004181e+01
0.196         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.198         	walls	6.053691e+00	5.343821e+01	2.004184e+01
0.198         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.2           	walls	6.053883e+00	5.343821e+01	2.004184e+01
0.2           	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.202         	walls	6.055518e+00	5.343821e+01	2.004182e+01
0.202         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.204         	walls	6.060060e+00	5.343821e+01	2.004180e+01
0.204         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.206         	walls	6.066579e+00	5.343821e+01	2.004180e+01
0.206         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.208         	walls	6.064424e+00	5.343821e+01	2.004180e+01
0.208         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.21          	walls	6.060414e+00	5.343821e+01	2.004182e+01
0.21          	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.212         	walls	6.053691e+00	5.343821e+01	2.004184e+01
0.212         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.214         	walls	6.053883e+00	5.343821e+01	2.004184e+01
0.214         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.216         	walls	6.055518e+00	5.343821e+01	2.004182e+01
0.216         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.218         	walls	6.060060e+00	5.343821e+01	2.004180e+01
0.218         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.22          	walls	6.066579e+00	5.343821e+01	2.004180e+01
0.22          	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.222         	walls	6.064424e+00	5.343821e+01	2.004180e+01
0.222         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.224         	walls	6.060414e+00	5.343821e+01	2.004182e+01
0.224         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
0.226         	walls	6.053691e+00	5.343821e+01	2.004184e+01
0.226         	rightWall	0.000000e+00	0.000000e+00	0.000000e+00
