"Points:0","Points:1","Points:2","arc_length","p"
0.106358,0.103076,0.005,0.249297,149809
0.106708,0.103132,0.005,0.249651,149758
0.107061,0.103187,0.005,0.250008,149704
0.107433,0.103242,0.005,0.250385,149652
0.107807,0.103297,0.005,0.250763,149603
0.1082,0.10335,0.005,0.251159,149560
0.108594,0.103403,0.005,0.251557,149522
0.109006,0.103454,0.005,0.251972,149491
0.109418,0.103506,0.005,0.252387,149463
0.109846,0.103556,0.005,0.252818,149430
0.110275,0.103605,0.005,0.25325,149398
0.110715,0.103653,0.005,0.253692,149367
0.111155,0.103702,0.005,0.254135,149326
0.111631,0.103744,0.005,0.254613,149296
0.112102,0.103786,0.005,0.255086,149285
0.112578,0.103826,0.005,0.255564,149268
0.11304,0.103864,0.005,0.256027,149248
0.113504,0.1039,0.005,0.256492,149227
0.113946,0.103934,0.005,0.256936,149222
0.114397,0.103968,0.005,0.257388,149229
0.11483,0.103998,0.005,0.257822,149208
0.115281,0.10403,0.005,0.258274,149172
0.115724,0.104059,0.005,0.258718,149154
0.11619,0.104089,0.005,0.259185,149142
0.116655,0.104118,0.005,0.259651,149130
0.117138,0.104147,0.005,0.260135,149116
0.117623,0.104174,0.005,0.260621,149106
0.118116,0.104202,0.005,0.261114,149096
0.118611,0.104228,0.005,0.26161,149083
0.119108,0.104253,0.005,0.262108,149073
0.119606,0.104277,0.005,0.262606,149062
0.120104,0.104299,0.005,0.263105,149054
0.120603,0.104321,0.005,0.263604,149048
0.121102,0.104342,0.005,0.264104,149038
0.121601,0.104362,0.005,0.264603,149026
0.1221,0.10438,0.005,0.265102,149016
0.122599,0.104396,0.005,0.265602,149011
0.123098,0.104412,0.005,0.266101,149006
0.123597,0.104426,0.005,0.2666,148998
0.124097,0.104439,0.005,0.2671,148992
0.124596,0.104451,0.005,0.2676,148986
0.125096,0.104461,0.005,0.2681,148978
0.125596,0.104469,0.005,0.2686,148972
0.126095,0.104474,0.005,0.269099,148970
0.126595,0.104478,0.005,0.269599,148972
0.127095,0.104481,0.005,0.270099,148974
0.127595,0.104482,0.005,0.270599,148976
0.128095,0.104482,0.005,0.271099,148980
0.128595,0.104482,0.005,0.271599,148986
0.129095,0.104482,0.005,0.272099,148990
0.129595,0.104482,0.005,0.272599,148992
0.130095,0.104482,0.005,0.273099,148994
0.130595,0.104482,0.005,0.273599,148996
0.131095,0.104482,0.005,0.274099,148998
0.131595,0.104482,0.005,0.274599,149000
0.132095,0.104482,0.005,0.275099,149001
0.132595,0.104482,0.005,0.275599,149002
0.133095,0.104482,0.005,0.276099,149003
0.133595,0.104482,0.005,0.276599,149004
0.134095,0.104482,0.005,0.277099,149005
0.134595,0.104482,0.005,0.277599,149006
0.135095,0.104482,0.005,0.278099,149006
0.135595,0.104482,0.005,0.278599,149006
0.136095,0.104482,0.005,0.279099,149006
0.136595,0.104482,0.005,0.279599,149007
0.137095,0.104482,0.005,0.280099,149008
0.137595,0.104482,0.005,0.280599,149008
0.138095,0.104482,0.005,0.281099,149008
0.138595,0.104482,0.005,0.281599,149008
0.139095,0.104482,0.005,0.282099,149008
0.139595,0.104482,0.005,0.282599,149008
0.140095,0.104482,0.005,0.283099,149008
0.140595,0.104482,0.005,0.283599,149008
0.141095,0.104482,0.005,0.284099,149008
0.141595,0.104482,0.005,0.284599,149008
0.142095,0.104482,0.005,0.285099,149008
0.142595,0.104482,0.005,0.285599,149007
0.143095,0.104482,0.005,0.286099,149006
0.143595,0.104482,0.005,0.286599,149006
0.144095,0.104482,0.005,0.287099,149006
0.144595,0.104482,0.005,0.287599,149006
0.145095,0.104482,0.005,0.288099,149006
0.145595,0.104482,0.005,0.288599,149005
0.146095,0.104482,0.005,0.289099,149004
0.146595,0.104482,0.005,0.289599,149004
0.147095,0.104482,0.005,0.290099,149004
0.147595,0.104482,0.005,0.290599,149003
0.148095,0.104482,0.005,0.291099,149002
0.148595,0.104482,0.005,0.291599,149002
0.149095,0.104482,0.005,0.292099,149002
0.149595,0.104482,0.005,0.292599,149002
0.150095,0.104482,0.005,0.293099,149002
0.150595,0.104482,0.005,0.293599,149002
0.151095,0.104482,0.005,0.294099,149002
0.151595,0.104482,0.005,0.294599,149002
0.152095,0.104482,0.005,0.295099,149002
0.152595,0.104482,0.005,0.295599,149002
0.153095,0.104482,0.005,0.296099,149002
0.153595,0.104482,0.005,0.296599,149002
0.154095,0.104482,0.005,0.297099,149002
0.154595,0.104482,0.005,0.297599,149002
0.155095,0.104482,0.005,0.298099,149002
0.155595,0.104482,0.005,0.298599,149002
0.156095,0.104482,0.005,0.299099,149001
0.156595,0.104482,0.005,0.299599,149000
0.157095,0.104482,0.005,0.300099,149000
0.157595,0.104482,0.005,0.300599,149000
0.158095,0.104482,0.005,0.301099,149000
0.158595,0.104482,0.005,0.301599,149000
0.159095,0.104482,0.005,0.302099,149000
0.159595,0.104482,0.005,0.302599,149000
0.160095,0.104482,0.005,0.303099,149000
0.160595,0.104482,0.005,0.303599,149000
0.161095,0.104482,0.005,0.304099,148999
0.161595,0.104482,0.005,0.304599,148999
0.162095,0.104482,0.005,0.305099,148999
0.162595,0.104482,0.005,0.305599,148998
0.163095,0.104482,0.005,0.306099,148998
0.163594,0.104482,0.005,0.306598,148998
0.164095,0.104482,0.005,0.307099,148997
0.164593,0.104482,0.005,0.307597,148998
0.165094,0.104482,0.005,0.308098,148996
0.165583,0.104482,0.005,0.308587,148995
0.166078,0.104482,0.005,0.309082,148992
0.166529,0.104482,0.005,0.309533,148990
0.166985,0.104482,0.005,0.309989,148968
0.167366,0.104482,0.005,0.31037,148984
0.167751,0.104482,0.005,0.310755,149021
0.168095,0.104482,0.005,0.311099,149017
0.168095,0.127,0.005,0,149002
0.167231,0.127,0.005,0.000863999,149002
0.166263,0.127,0.005,0.00183199,149002
0.165362,0.127,0.005,0.00273299,149002
0.164273,0.127,0.005,0.003822,149002
0.163281,0.127,0.005,0.004814,149003
0.162183,0.127,0.005,0.00591199,149004
0.16116,0.127,0.005,0.00693499,149004
0.160116,0.127,0.005,0.00797899,149004
0.159107,0.127,0.005,0.00898799,149006
0.158097,0.127,0.005,0.00999799,149006
0.157096,0.127,0.005,0.010999,149008
0.156095,0.127,0.005,0.012,149008
0.155095,0.127,0.005,0.013,149010
0.154095,0.127,0.005,0.014,149011
0.153095,0.127,0.005,0.015,149012
0.152095,0.127,0.005,0.016,149014
0.151095,0.127,0.005,0.017,149014
0.150095,0.127,0.005,0.018,149014
0.149095,0.127,0.005,0.019,149016
0.148095,0.127,0.005,0.02,149016
0.147095,0.127,0.005,0.021,149016
0.146095,0.127,0.005,0.022,149016
0.145095,0.127,0.005,0.023,149017
0.144095,0.127,0.005,0.024,149017
0.143095,0.127,0.005,0.025,149018
0.142095,0.127,0.005,0.026,149018
0.141095,0.127,0.005,0.027,149018
0.140095,0.127,0.005,0.028,149020
0.139095,0.127,0.005,0.029,149020
0.138095,0.127,0.005,0.03,149022
0.137095,0.127,0.005,0.031,149022
0.136095,0.127,0.005,0.032,149024
0.135095,0.127,0.005,0.033,149025
0.134095,0.127,0.005,0.034,149026
0.133095,0.127,0.005,0.035,149028
0.132095,0.127,0.005,0.036,149029
0.131095,0.127,0.005,0.037,149030
0.130095,0.127,0.005,0.038,149032
0.129095,0.127,0.005,0.039,149032
0.128095,0.127,0.005,0.04,149034
0.127095,0.127,0.005,0.041,149034
0.126095,0.127,0.005,0.042,149036
0.125095,0.127,0.005,0.043,149036
0.124095,0.127,0.005,0.044,149036
0.123095,0.127,0.005,0.045,149036
0.122095,0.127,0.005,0.046,149036
0.121095,0.127,0.005,0.047,149036
0.120095,0.127,0.005,0.048,149034
0.119095,0.127,0.005,0.049,149033
0.118095,0.127,0.005,0.05,149031
0.117095,0.127,0.005,0.051,149028
0.116095,0.127,0.005,0.052,149026
0.115095,0.127,0.005,0.053,149022
0.114095,0.127,0.005,0.054,149016
0.113095,0.127,0.005,0.055,149011
0.112095,0.127,0.005,0.056,149004
0.111095,0.127,0.005,0.057,148997
0.110095,0.127,0.005,0.058,148988
0.109095,0.127,0.005,0.059,148978
0.108095,0.127,0.005,0.06,148966
0.107095,0.127,0.005,0.061,148953
0.106095,0.127,0.005,0.062,148938
0.105095,0.127,0.005,0.063,148922
0.104095,0.127,0.005,0.064,148904
0.103095,0.127,0.005,0.065,148884
0.102095,0.127,0.005,0.066,148862
0.101095,0.127,0.005,0.067,148838
0.100095,0.127,0.005,0.068,148813
0.099095,0.127,0.005,0.069,148786
0.098095,0.127,0.005,0.07,148758
0.097095,0.127,0.005,0.071,148728
0.096095,0.127,0.005,0.072,148697
0.095095,0.127,0.005,0.073,148664
0.094095,0.127,0.005,0.074,148630
0.093095,0.127,0.005,0.075,148596
0.092095,0.127,0.005,0.076,148560
0.091095,0.127,0.005,0.077,148522
0.090095,0.127,0.005,0.078,148486
0.089095,0.127,0.005,0.079,148448
0.088095,0.127,0.005,0.08,148410
0.087095,0.127,0.005,0.081,148372
0.086095,0.127,0.005,0.082,148334
0.085095,0.127,0.005,0.083,148296
0.084095,0.127,0.005,0.084,148258
0.083095,0.127,0.005,0.085,148220
0.082095,0.127,0.005,0.086,148182
0.081095,0.127,0.005,0.087,148146
0.080095,0.127,0.005,0.088,148110
0.079095,0.127,0.005,0.089,148074
0.078095,0.127,0.005,0.09,148039
0.077095,0.127,0.005,0.091,148004
0.076095,0.127,0.005,0.092,147970
0.075095,0.127,0.005,0.093,147938
0.074095,0.127,0.005,0.094,147905
0.073095,0.127,0.005,0.095,147873
0.072095,0.127,0.005,0.096,147842
0.071095,0.127,0.005,0.097,147812
0.070095,0.127,0.005,0.098,147782
0.069095,0.127,0.005,0.099,147754
0.068095,0.127,0.005,0.1,147726
0.067095,0.127,0.005,0.101,147698
0.066095,0.127,0.005,0.102,147671
0.065095,0.127,0.005,0.103,147646
0.064095,0.127,0.005,0.104,147620
0.063095,0.127,0.005,0.105,147596
0.062095,0.127,0.005,0.106,147572
0.061095,0.127,0.005,0.107,147548
0.060095,0.127,0.005,0.108,147526
0.059095,0.127,0.005,0.109,147504
0.058095,0.127,0.005,0.11,147484
0.057095,0.127,0.005,0.111,147463
0.056095,0.127,0.005,0.112,147443
0.055095,0.127,0.005,0.113,147424
0.054095,0.127,0.005,0.114,147405
0.053095,0.127,0.005,0.115,147387
0.052095,0.127,0.005,0.116,147370
0.051095,0.127,0.005,0.117,147353
0.050095,0.127,0.005,0.118,147337
0.049095,0.127,0.005,0.119,147321
0.048095,0.127,0.005,0.12,147306
0.047095,0.127,0.005,0.121,147291
0.046095,0.127,0.005,0.122,147277
0.045095,0.127,0.005,0.123,147263
0.044095,0.127,0.005,0.124,147250
0.043095,0.127,0.005,0.125,147236
0.042095,0.127,0.005,0.126,147224
0.041095,0.127,0.005,0.127,147212
0.040095,0.127,0.005,0.128,147200
0.039095,0.127,0.005,0.129,147190
0.038095,0.127,0.005,0.13,147178
0.037095,0.127,0.005,0.131,147168
0.036095,0.127,0.005,0.132,147158
0.035095,0.127,0.005,0.133,147149
0.034095,0.127,0.005,0.134,147140
0.033095,0.127,0.005,0.135,147132
0.032095,0.127,0.005,0.136,147123
0.031095,0.127,0.005,0.137,147116
0.030095,0.127,0.005,0.138,147108
0.029095,0.127,0.005,0.139,147102
0.028095,0.127,0.005,0.14,147095
0.027095,0.127,0.005,0.141,147089
0.026095,0.127,0.005,0.142,147083
0.025095,0.127,0.005,0.143,147078
0.024095,0.127,0.005,0.144,147073
0.023095,0.127,0.005,0.145,147069
0.022095,0.127,0.005,0.146,147065
0.021095,0.127,0.005,0.147,147061
0.020095,0.127,0.005,0.148,147058
0.019095,0.127,0.005,0.149,147056
0.018095,0.127,0.005,0.15,147053
0.017095,0.127,0.005,0.151,147052
0.016095,0.127,0.005,0.152,147050
0.015095,0.127,0.005,0.153,147050
0.014095,0.127,0.005,0.154,147049
0.013095,0.127,0.005,0.155,147050
0.012095,0.127,0.005,0.156,147050
0.011095,0.127,0.005,0.157,147052
0.0100949,0.127,0.005,0.158,147054
0.00909475,0.127,0.005,0.159,147058
0.00809388,0.127,0.005,0.160001,147062
0.00709275,0.127,0.005,0.161002,147067
0.00608878,0.127,0.005,0.162006,147073
0.00510026,0.127,0.005,0.162995,147080
0.00410565,0.127,0.005,0.163989,147089
0.0031905,0.127,0.005,0.164904,147100
0.00226764,0.127,0.005,0.165827,147111
0.00148864,0.127,0.005,0.166606,147122
0.000704291,0.127,0.005,0.167391,147140
0,0.127,0.005,0.168095,147153
